x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
0.0,64.52683623411906,359.6075160339733,242.76415342432261,48.28464207696951,4.836195115467248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,90.92533685884999,344.9578743454285,224.90398576325117,38.083890417456026,4.840227204247791,0.0,0.0,0.0,0.377786856649163,0.0,3.1922159201520312e-15,0.0,0.0,0.0,0.0,0.0,2.0
0.0,96.35584064915385,348.6981332541107,210.12475776836672,37.47169536763859,4.6582446450922,0.0,0.0,0.0,0.019721867544396067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
590.165378188433,16.130869264836033,94.71589395866772,91.77164861845178,30.29523172288837,3.8304861374064294,0.0,0.0,3.134472265591368,0.6110497910015594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
590.180749928817,69.18266941424238,62.05603940713028,81.14440453466356,30.438255806692382,3.843185887920189,0.0,0.0,0.0,1.4059353373528949,0.07658043470118153,0.0,0.0,0.0,0.0,0.0,0.0,5.0
590.1788544334104,71.60929885619147,72.70579514918214,70.91346771823181,29.230708851362095,3.791344089852276,0.0,0.0,0.0,0.34076038572056827,0.07236316460414673,0.0,0.0,0.0,0.0,0.0,0.0,6.0
590.2199019436719,72.88182999591181,75.2785098320534,67.5874111470264,29.18798420789028,3.8631568829567344,0.0,0.0,0.0,0.0,0.12019826842355434,0.0,0.0,0.0,0.0,0.0,0.0,7.0
623.1180158837335,71.02296131850734,73.16788667187883,64.35883871277004,28.95571724503608,3.6684929536051323,0.0,0.0,0.0,0.0,0.09369925898161961,0.0,0.0,0.0,0.0,0.0,0.0,8.0
623.1294444135044,70.98771312611198,73.0866106426065,63.57431755155957,29.179402376745085,3.320336442463273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
623.1146976667673,71.00906338850096,73.21821494759476,63.57320083870323,28.47583526844104,3.1357036622115086,0.0,0.0,0.0,0.0,0.04943898083307988,0.0,0.0,0.0,0.0,0.0,0.0,10.0
1806.4396140528575,510.775342156402,608.4948261208668,281.49068673527375,19.318888000476377,3.474332218683971,0.0,0.0,0.0,0.017740875141851718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
3316.537977982849,0.0,0.0,0.002048445710024607,2.4639852904748665,0.8167957405443684,0.0,0.0,0.0,0.0,0.0,0.0,-2.950173438875936e-14,0.0,0.0,0.0,0.0,12.0
3316.537977982849,0.0,0.0,0.0,1.9694763894159653,0.5966697899846801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
3316.537977982849,0.0,0.0,0.0,1.6607354688024052,0.4347576622521086,0.0,0.0,0.0,0.0,0.0,0.0,2.077626959362533e-14,0.0,0.0,0.0,0.0,14.0
3316.537977982849,0.0,0.0,0.0,0.6313555029595659,0.34747823630931524,0.0,0.0,0.0,0.0,0.0,0.0,-3.097966327914037e-14,0.0,0.0,0.0,0.0,15.0
3316.537977982849,0.0,0.0,0.0,0.4307822166690368,0.28502033279892425,0.0,0.0,0.0,0.0,0.0,0.0,-2.4868995751603507e-14,0.0,0.0,0.0,0.0,16.0
3316.537977982849,0.0,0.0,5.79802872380242e-14,0.2707291364120453,0.20988258864189324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
3316.537977982849,0.0,0.0,6.57109922030941e-14,0.13868093677000776,0.0972346197219373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
3316.537977982849,0.0,0.0,3.672084858408197e-13,0.04106420396632398,0.02915578806235257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
3316.537977982849,0.0,0.0,-1.6814283299027007e-13,8.51372305987752e-14,-1.0317080523236654e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
3316.537977982849,0.0,0.0,0.0,0.6305158732582561,4.7748471843078735e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
3316.537977982849,0.0,-2.0486368157435217e-13,1.20508047984913e-13,0.42651058310239426,1.4366511533320212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
3316.537977982849,0.0,0.0,0.0,0.32080132959093655,1.1636881456191537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
3316.537977982849,0.0,0.0,0.0,0.22244798114001907,1.10717520882606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
3316.537977982849,0.0,0.0,0.0,0.14015211449282253,1.1811626824794694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
3316.537977982849,0.0,0.0,0.0,0.0664501695658676,1.2360237497147266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
3316.537977982849,0.0,0.0,0.0,0.0,0.13943453182219817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
3316.537977982849,0.0,0.0,0.0,0.0,0.13943453182219817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
3316.537977982849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
3316.537977982849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
0.0,0.0,4.608546734709715,8.356530365336825,6.791578026345777,1.4067597740439883,0.0,0.0,0.0,0.0,0.22354297977972726,0.08794875763850844,0.0,0.0,0.0,0.0,0.0,31.0
0.0,7.6937243818401155,13.82642036258364,14.626904406583781,8.137677206708076,1.566748948013289,0.0,0.0,0.0,0.03462748591740273,0.4160891017492718,0.0064159523789256954,0.0,0.0,0.0,0.0,0.0,32.0
0.0,9.361694446661051,16.98004185165334,16.923080303696988,8.98198334512506,1.1377024225137402,0.0,0.0,0.0,0.0,0.2901369974965263,0.21910111679882677,0.0,0.0,0.0,0.0,0.0,33.0
82.29606751216963,7.140810483589665,14.725435296564829,14.63316386074177,8.61043838650011,1.397756712263496,0.0,0.0,0.07304932671717927,0.10214032050202136,0.13330659061966502,0.0644627160690552,0.1739909190580087,0.0,0.0,0.0,0.0,34.0
120.36007069167461,5.671374584458744,13.649212635886785,15.42591016784971,8.305242636409432,0.7343122094002876,0.0,0.0,0.5438139887683586,0.3308331312254228,0.2886250429955899,0.07200557121540588,0.0,0.0,0.0,0.0,0.0,35.0
147.54485562177683,17.274432056447896,11.216305099434832,12.582747992271084,8.351435051091395,0.9844283498151778,0.0,0.0,0.0,0.13256950469405648,0.25484013383608334,0.16918281953538722,0.0,0.0,0.0,0.0,0.0,36.0
147.5443611556292,21.38330011112398,15.257687162858632,12.389210786277056,7.9236777285328595,0.9955046893878353,0.0,0.0,0.0,0.0885111261847037,0.46838645894009084,0.20341371131907515,0.1342626727713739,0.0,0.0,0.0,0.0,37.0
147.5447705773824,25.389982372910545,17.103994784134933,12.859624874398184,8.130618277618774,0.9855114421741114,0.0,0.0,0.0,0.08775560466587932,0.32982790597904377,0.037696296087948285,0.0,0.0,0.0,0.0,0.0,38.0
155.7743516248699,26.553031070829718,20.155526658339497,12.466133964294453,8.151108067283479,0.8903112324565798,0.0,0.0,0.0,0.028717362604717665,0.616454737479063,0.21552983353357302,0.0,0.0,0.0,0.0,0.0,39.0
155.78345389338904,27.243026272860373,23.39395908979451,14.81385744101946,7.690711405800389,0.879947514114462,0.0,0.0,0.0,0.0,0.44825788920927134,0.01487372310720869,0.0,0.0,0.0,0.0,0.0,40.0
213.33481873914766,121.51773175627976,92.32153156790423,55.21091837671813,23.475426642406617,6.080058604596587,0.0,0.0,0.0,0.0005100002570735241,0.028317203731752325,0.09663032128461911,0.0,0.0,0.0,0.0,0.0,41.0
1131.7430472048804,48.108358850693186,18.074243289191553,4.613363860844553,1.580542937096534,2.293727488837713,0.0,0.0,0.0,0.028598684350394053,0.017599403902010195,0.0,0.0,0.0,0.0,0.0,0.0,42.0
1353.4226781286402,7.592653365674658,0.17296466006017636,1.7715889745975928,1.8895656845555056,1.3144818891708672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
1723.6598094993963,0.0,0.0,1.6350867094255213,1.2261833743321933,0.5247361722004558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
1806.3394425653319,5.438120501610364,0.11947556683706102,0.9268577781690125,0.7349132886767604,0.1205243177326924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
1916.0519917144823,0.575797388426586,0.009759277800450604,0.10681900614123231,0.1680531939849615,0.037437662759862524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
1925.8112695149407,0.0,0.0,0.19420439878042262,0.41986685287128556,0.09269198409224517,0.0,0.0,-1.7308252608927433e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
2009.690059757351,0.031911541326802004,0.0,0.2184465454147193,0.1484896953799278,0.015955760588862403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
2360.716124673485,0.0,0.0,0.0,-1.6370904631912707e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
2360.716124673635,-4.084199645149056e-14,0.0,-1.5350565263361204e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
740.6596686784787,0.0006646055542427656,6.443684384478917,12.833521173282614,12.571598309120189,2.1553428576348526,0.0,0.0,0.0,0.0,0.0,0.0,-5.133113278740198e-11,0.0,0.0,0.0,0.0,51.0
1370.4289316413647,0.0,1.4120474001138608,1.0960250103553864,0.5525509210328532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
1806.3394419914441,0.04742079689609315,0.8358634376359517,1.2057184956300062,0.6047459380825069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
1925.8112695149377,7.10669326833081e-13,6.556241486773033e-14,9.164409009904774e-14,6.87236934027169e-14,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-16,0.0,0.0,0.0,0.0,0.0,54.0
2177.400567421554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
2360.7161246734872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
2360.7161246734026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
2492.535210106827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
2492.535210011295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
2492.5352101181393,0.0,-2.2470658223028294e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
